id,"accession","source_link","study_title","organism","date_last_update","number_of_samples","study_category"
5042,"GSE43705","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43705","Peripheral blood mononuclear cells HELP-tagging cytosine methylation data (Albert Einstein College of Medicine)","Homo sapiens","2014-04-14","32",""
5043,"GSE54414","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54414","Multiscale representation of genomic signals","Homo sapiens","2014-04-13","35",""
5044,"GSE50132","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE50132","Implication of small sperm RNAs in the inheritance of the effect of early traumatic stress in mice","Homo sapiens","2014-04-13","7","rna_seq"
5045,"GSE55773","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55773","Inflammation induced repression of Foxp3-bound chromatin in regulatory T cells [sequencing]","Homo sapiens","2014-04-12","18",""
5046,"GSE44257","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE44257","Sumoylation Pathway Is Required to Maintain the Basal Breast Cancer Subtype","Mus musculus","2014-04-12","1",""
5047,"GSE54460","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54460","RNAseq Analysis of Formalin-Fixed Paraffin-Embedded Prostate Cancer Tissues","Mus musculus","2014-04-11","106","rna_seq"
5048,"GSE56748","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56748","MOV10 Is a 5' to 3' RNA Helicase Contributing to UPF1 mRNA Target Degradation by Translocation along 3'UTRs (expression)","Mus musculus","2014-04-11","6","rna_seq "
5049,"GSE56674","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56674","Genome wide characterization reveals complex interplay between TP53 and TP63 in response to genotoxic stress [ChIP-Seq]","Homo sapiens","2014-04-11","13",""
5050,"GSE48245","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE48245","MOV10 is a 5' to 3' RNA Helicase Contributing to UPF1 mRNA Target Degradation by Translocation Along 3' UTRs (PAR-CLIP)","Homo sapiens","2014-04-11","4","rna_seq"
5051,"GSE56614","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56614","Different miRNA expression profiles between human breast cancer turmors and serum","Homo sapiens","2014-04-10","4","rna_seq"
5052,"GSE56657","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56657","Alternative poladenylation of tumor suppressor genes in small intestinal neuroendocrine tumors","Homo sapiens","2014-04-10","4","rna_seq"
5053,"GSE56648","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56648","Human nuclear Dicer restricts the deleterious accumulation of endogenous double strand RNA","Homo sapiens","2014-04-10","3","rna_seq"
5054,"GSE56636","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56636","Formaldehyde-Assisted Isolation of Regulatory Elements (FAIRE) Analysis Uncovers Broad Changes in Chromatin Structure Resulting from Hexavalent Chromium Exposure","Homo sapiens","2014-04-10","8",""
5055,"GSE52136","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52136","Effect of Aid deletion on the global DNA methylation status of iPS cells","Homo sapiens","2014-04-10","14",""
5056,"GSE42546","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE42546","Whole transcriptome analysis of postmortem human hippocampus dentate gyrus granlule cells","Homo sapiens","2014-04-09","79",""
5057,"GSE56623","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56623","RNAseq to investigate transcriptional changes in human MM cell lines due to panobinostat, 5-Azacytidine, panobinostat+5-Azacytidine or n-methyl-2-pyrroldine (NMP) treatments.","Mus musculus","2014-04-09","60","rna_seq"
5058,"GSE41090","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41090","Mouse CD4+/CD8+ thymocytes from miR-181a1/b1 KO vs WT","Mus musculus","2014-04-09","6",""
5059,"GSE56572","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56572","Quantitative sequencing of 5-formylcytosine in DNA at single-base resolution","Homo sapiens","2014-04-08","12",""
5060,"GSE55425","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55425","Domains of genomewide gene expression dysregulation in Down syndrome [Dnase HS mapping]","Homo sapiens","2014-04-08","4",""
5061,"GSE55505","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55505","Domains of genomewide gene expression dysregulation in Down syndrome [RRBS]","Mus musculus","2014-04-08","2",""
5062,"GSE55504","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55504","Domains of genomewide gene expression dysregulation in Down syndrome [RNA-seq]","Mus musculus","2014-04-08","30","rna_seq"
5063,"GSE52583","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52583","High throughput quantitative whole transcriptome analysis of distal mouse lung epithelial cells from various developmental stages (E14.5, E16.5, E18.5 and adult)","Homo sapiens","2014-04-08","201",""
5064,"GSE55506","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55506","Domains of genomewide gene expression dysregulation in Down syndrome [ChIP-seq]","Homo sapiens","2014-04-08","2",""
5065,"GSE56543","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56543","Genome-wide measuement of methylated cytosin in regulatory T cells (Treg) and conventional T cells (Tconv) depleted with Uhrf1","Homo sapiens; Mus mu","2014-04-07","4",""
5066,"GSE56248","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56248","A Smooth Muscle-Like Origin for Beige Adipocytes","Mus musculus","2014-04-04","8",""
5067,"GSE56466","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56466","ERa and PolII ChIP seq from KIKO mouse uterus","Homo sapiens","2014-04-03","5",""
5068,"GSE56456","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56456","The histone methyltransferase activity of MLL1 is dispensable for hematopoiesis and leukemogenesis","Mus musculus","2014-04-03","11",""
5069,"GSE52974","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52974","The 8q24 cleft lip susceptibility locus is a remote Myc enhancer required for normal face morphology","Mus musculus","2014-04-03","11",""
5070,"GSE46114","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46114","Mapping of Notch1 binding sites in a mouse immature T cell line","Mus musculus","2014-04-02","2",""
5071,"GSE46119","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE46119","Mapping of Ikaros and RBPJ binding sites in the mouse T cell leukemia cell line T29","Mus musculus","2014-04-02","6",""
5072,"GSE52062","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52062","HDAC-regulated myomiRs control BAF60 variant exchange and direct the functional phenotype of fibroadipogenic progenitors in dystrophic muscles","Mus musculus","2014-04-02","4",""
5073,"GSE52049","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52049","Quantifying ChIP-seq data: a spiking method providing an internal reference for sample-to-sample normalization.","Mus musculus","2014-04-02","10","a spiking method pro"
5074,"GSE43119","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43119","The enhancer and promoter landscape of human regulatory and conventional T cell subpopulations","Mus musculus","2014-04-01","41",""
5075,"GSE56393","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56393","Transcriptional landscape of Rag2 -/- thymocytes [ChIP-Seq]","Mus musculus","2014-04-01","20",""
5076,"GSE55534","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55534","Rate of elongation by RNA polymerase II is influenced by specific gene features and histone modifications","Mus musculus","2014-04-01","15","rna_seq"
5077,"GSE56144","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56144","Site-Specific Association with Host and Viral Chromatin by KSHV LANA and its Reversal during Lytic Reactivation","Homo sapiens","2014-04-01","33",""
5078,"GSE56185","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56185","Regulation of the mouse heart transcriptome by Celf1","Mus musculus","2014-04-01","15",""
5079,"GSE21696","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21696","Genome-wide analysis of RXRa binding in mouse liver chromatin with ChIP-SEQ.","Homo sapiens","2014-04-01","17",""
5080,"GSE44309","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE44309","Whole-genome landscape of histone H2AX and _-H2AX along with related factors in activated cells","Homo sapiens","2014-04-01","12",""
5081,"GSE28334","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28334","BCL11A cistrome in mouse erythroleukemia (MEL) cells","Mus musculus","2014-04-01","3",""
5082,"GSE45864","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE45864","PHF6 OCCUPANCYIN HUMAN T-CELL ACUTE LYMPHOBLASTIC LEUKEMIA","Mus musculus","2014-04-01","1",""
5083,"GSE56293","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56293","Genome-wide expression analysis of young, senescent and p38MAPK-inhibitited senescent human fibroblasts.","Homo sapiens","2014-04-01","6",""
5084,"GSE56358","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56358","Transcriptional landscape of Rag2 -/- thymocytes [ShortRNA-Seq]","Mus musculus","2014-04-01","1","rna_seq"
5085,"GSE56360","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56360","Transcriptional landscape of Rag2 -/- thymocytes [Mnase-Seq]","Homo sapiens","2014-04-01","2",""
5086,"GSE51268","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51268","Genome-wide analysis of p53 binding protein","Homo sapiens","2014-04-01","1",""
5087,"GSE51274","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51274","Breast tumor specific mutation in GATA3 impacts protein stability and genomic location","Mus musculus","2014-04-01","8",""
5088,"GSE52031","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52031","Isolation and Molecular Characterization of Circulating Melanoma Cells","Mus musculus","2014-03-31","19",""
5089,"GSE45263","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE45263","Increased Neanderthal ancestry in genomic regions associated with lipid catabolism in contemporary Europeans","Homo sapiens","2014-03-31","20",""
5090,"GSE56092","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56092","Characterization of transcriptome dynamics in response to contact with host cells [Phase II In Vivo]","Homo sapiens","2014-03-30","32",""
5091,"GSE56091","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56091","Characterization of transcriptome dynamics in response to contact with host cells [Phase I In Vitro]","Mus musculus","2014-03-30","56",""
5092,"GSE56343","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56343","Next-generation sequencing facilitates quantitative analysis of AcKLF5 and unAcKLF5 transcriptomes in xenografts of DU-145 cell line","Homo sapiens; Pan tr","2014-03-29","3",""
5093,"GSE50590","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE50590","A role for H3K4 mono-methylation in facultative heterochromatin assembly and partitioning of chromatin readers","Mus musculus; Candid","2014-03-29","33",""
5094,"GSE52964","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52964","BAF155 methylation at R1064 creates unique chromatin association patterns","Homo sapiens; Candid","2014-03-28","8",""
5095,"GSE56267","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56267","The age and genomic integrity of neurons after cortical stroke in humans","Homo sapiens","2014-03-28","13",""
5096,"GSE45909","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE45909","Transcriptome analysis of mouse embryonic stem cells treated with MS-275","Mus musculus","2014-03-28","4",""
5097,"GSE40243","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40243","Hydroxymethylation at gene regulatory regions directs stem cell commitment during erythropoiesis","Homo sapiens","2014-03-28","12",""
5098,"GSE48599","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE48599","RNA-seq of Tumor Initiating Cells (TICs) from Lung Squamous Cell Carcinoma (LSCC) lines reveals PRKCI dependent Hedgehog (HH) Signalling","Homo sapiens","2014-03-28","12","rna_seq"
5099,"GSE56310","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56310","Transient expression of Bcl6 is sufficient for oncogenic function and induction of mature B-cell lymphoma","Mus musculus","2014-03-28","4",""
5100,"GSE56292","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56292","Expression profiling by high throughput sequencing","Homo sapiens","2014-03-28","15",""
5101,"GSE52463","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52463","Transcriptome analysis reveals differential splicing events in IPF lung tissue","Homo sapiens","2014-03-27","15",""
5102,"GSE54327","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54327","Genome-wide maps of HIF1a binding sites in ccRCC cell line under hypoxia condition","Mus musculus","2014-03-27","1",""
5103,"GSE39435","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE39435","Induced Cdx2 binding in embryonic stem cells and endodermal cells","Mus musculus","2014-03-27","5",""
5104,"GSE53782","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53782","Gene expression profiling of the ileum following vertical sleeve gastrectomy compared to pair-fed sham surgery controls in mice with high-fat diet-induced obesity.","Homo sapiens","2014-03-27","10",""
5105,"GSE53831","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53831","The Menin_Bach2 axis is critical for regulating CD4 T cell senescence and homeostasis","Homo sapiens","2014-03-27","8",""
5106,"GSE49111","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49111","Escape from X chromosome inactivation occurs within topologically associated domains","Mus musculus","2014-03-26","2",""
5107,"GSE45760","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE45760","Identification of dysregulated genes after deletion of miR-1-1 and miR-1-2","Mus musculus","2014-03-26","4",""
5108,"GSE47481","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE47481","NELF-dependent transcription activation","Mus musculus","2014-03-26","4",""
5109,"GSE49834","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49834","An atlas of active enhancers across human cell types and tissues","Mus musculus","2014-03-26","2",""
5110,"GSE55808","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55808","Identification of genes associated with TGF-beta/Smad3-mediated renal inflammation and fibrosis by RNA sequencing","Mus musculus","2014-03-26","12","rna_seq"
5111,"GSE47033","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE47033","RNA-seq in whole mouse embryos at stage E10.5","Homo sapiens","2014-03-25","2","rna_seq"
5112,"GSE56151","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56151","CG hypomethylation in Lsh-/- mouse embryonic fibroblasts is associated with de novo H3K4me1 formation and altered cellular plasticity","Homo sapiens","2014-03-25","7",""
5113,"GSE53511","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53511","Characterization and comparison of lactating mouse and bovine mammary gland miRNomes","Mus musculus","2014-03-24","6",""
5114,"GSE54098","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54098","Spontaneous tumor regression is driven by Wnt/Retinoic Acid signaling cross-talk","Mus musculus","2014-03-24","4",""
5115,"GSE44742","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE44742","Genetic differences underlying chromatin discordance between monozygotic twins [FAIR-seq]","Mus musculus","2014-03-24","72",""
5116,"GSE52529","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52529","Pseudo-temporal ordering of individual cells reveals regulators of differentiation","Bos taurus; Mus musc","2014-03-23","384",""
5117,"GSE54863","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54863","FIREWACh: High-throughput Functional Detection of Transcriptional Regulatory Modules in Mammalian Cells","Mus musculus","2014-03-22","16","High-throughput Func"
5118,"GSE56110","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56110","H3K27me3 ChIP-seq in DNMT triple knock-out mESCs","Homo sapiens","2014-03-22","1",""
5119,"GSE48895","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE48895","Genome-wide dynamics of Pol II elongation and its interplay with promoter proximal pausing, chromatin, and exons","Homo sapiens","2014-03-21","19",""
5120,"GSE55396","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55396","Systematic identification of regulatory elements in conserved 3ê-untranslated regions of human transcripts","Mus musculus","2014-03-21","14",""
5121,"GSE55090","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55090","SRF is required for neutrophil migration in response to inflammation","Mus musculus","2014-03-20","4",""
5122,"GSE54922","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54922","Deep sequencing shows multiple oligouridylations are required for 3' to 5' degradation of histone mRNAs on polyribosomes","Mus musculus","2014-03-20","27","rna_seq"
5123,"GSE53600","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53600","Characterization of the Merkel cell carcinoma miRNome","Homo sapiens","2014-03-20","8",""
5124,"GSE48544","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE48544","Fate changes leading to multipotency of isolated mesenchymal cells [ChIP-Seq]","Mus musculus","2014-03-20","4",""
5125,"GSE51975","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51975","A bioinformatics approach reveals novel mechanisms of the OVOL transcription factors in the regulation of epithelial-mesenchymal cell programming and cancer progression.","Homo sapiens","2014-03-20","8",""
5126,"GSE53925","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53925","Identification of Ovol2 binding regions in HC11 cells","Homo sapiens","2014-03-19","2",""
5127,"GSE53983","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53983","Global Transcriptome Analyses of Mammalian Terminal Erythroid Differentiation","Mus musculus","2014-03-19","27",""
5128,"GSE54384","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54384","Human endothelial polyA+ RNA expression analysis","Homo sapiens","2014-03-19","2","rna_seq"
5129,"GSE51769","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51769","Allele-specific expression of multiple tissues","Mus musculus","2014-03-18","20",""
